City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
480,katangli,51.7102,143.2326,-15.8,89,27,5.44,RU,1672365760
481,manggar,-2.8833,108.2667,27.77,76,100,6.63,ID,1672365760
482,pemangkat,1.1667,108.9667,27.25,71,76,7.17,ID,1672365761
483,skelleftea,64.7507,20.9528,0.2,100,100,6.69,SE,1672365762
484,itaituba,-4.2761,-55.9836,22.45,99,99,0.46,BR,1672365473
485,vysotsk,60.6288,28.5705,-2.69,96,100,6.94,RU,1672365763
486,mindelo,16.8901,-24.9804,21.71,66,13,6.02,CV,1672365764
487,severnyy,50.677,36.5532,2.02,93,75,5.0,RU,1672365765
488,san luis potosi,22.5,-100.5,13.92,28,3,2.73,MX,1672365574
489,yerbogachen,61.2767,108.0108,-40.25,100,34,1.6,RU,1672365766
490,mbandaka,0.0487,18.2603,22.16,57,100,1.02,CD,1672365766
491,saint-joseph,-21.3667,55.6167,22.21,82,27,1.42,RE,1672365767
492,lincoln,40.8,-96.667,1.76,86,100,3.6,US,1672365061
493,yuancheng,36.652,107.7896,-5.19,43,0,1.16,CN,1672365768
494,lompoc,34.6391,-120.4579,13.77,81,100,2.5,US,1672365649
495,surgut,61.25,73.4167,-31.9,75,0,2.0,RU,1672365770
496,ostrovnoy,68.0531,39.5131,-6.81,88,13,7.69,RU,1672365770
497,bay roberts,47.5999,-53.2648,-4.82,79,29,2.68,CA,1672365771
498,dubai,25.2582,55.3047,20.2,45,7,3.09,AE,1672365638
499,novyye lyady,58.0536,56.6039,-14.42,94,100,2.61,RU,1672365772
500,tuatapere,-46.1333,167.6833,16.19,47,11,3.34,NZ,1672365773
501,novobirilyussy,56.9514,90.6661,-28.56,100,100,0.89,RU,1672365774
502,illapel,-31.6308,-71.1653,21.08,60,0,0.93,CL,1672365251
503,pesochnoye,58.006,39.1772,-19.05,100,100,1.92,RU,1672365776
504,dhidhdhoo,6.8833,73.1,27.33,77,100,7.28,MV,1672365777
505,lesozavodsk,45.4794,133.4244,-17.53,90,15,3.95,RU,1672365777
506,monrovia,6.3005,-10.7969,26.02,81,11,2.53,LR,1672365613
507,vanimo,-2.6741,141.3028,26.8,76,100,2.56,PG,1672365779
508,yulara,-25.2406,130.9889,31.87,35,97,7.36,AU,1672365780
509,asfi,32.2994,-9.2372,16.56,53,0,3.26,MA,1672365781
510,cayenne,4.9333,-52.3333,24.02,94,75,0.51,GF,1672365769
511,hammerfest,70.6634,23.6821,-3.75,68,100,11.32,NO,1672365782
512,kimberley,-28.7323,24.7623,16.1,63,100,7.44,ZA,1672365783
513,kharsia,21.9667,83.1167,14.68,38,2,0.87,IN,1672365539
514,ler,8.3018,30.1418,22.4,36,14,2.92,SS,1672365784
515,chintamani,13.4,78.0667,16.19,86,34,1.51,IN,1672365785
516,sao joao da barra,-21.6403,-41.0511,22.35,96,100,3.38,BR,1672365646
517,binzhou,37.3667,118.0167,-0.9,24,0,1.86,CN,1672365786
518,ndele,8.4109,20.6473,19.11,30,41,2.82,CF,1672365641
519,nuevo progreso,23.1667,-97.95,20.82,69,26,2.01,MX,1672365788
520,mirabad,30.4362,61.8383,7.51,60,0,3.48,AF,1672365788
521,port-gentil,-0.7193,8.7815,27.13,79,99,3.34,GA,1672365789
522,nantucket,41.2835,-70.0995,9.08,86,0,4.63,US,1672365790
523,walvis bay,-22.9575,14.5053,15.61,82,8,5.66,NA,1672365577
524,bad munstereifel,50.55,6.7667,5.09,84,15,5.22,DE,1672365791
525,portland,45.5234,-122.6762,10.27,93,100,6.69,US,1672365514
526,boshnyakovo,49.6333,142.1667,-9.88,72,100,3.64,RU,1672365793
527,inhambane,-23.865,35.3833,23.92,78,100,1.82,MZ,1672365765
528,bollnas,61.3482,16.3946,3.86,92,100,5.3,SE,1672365794
529,lamu,-2.2717,40.902,26.12,82,86,3.96,KE,1672365795
530,tocopilla,-22.092,-70.1979,19.85,73,14,0.71,CL,1672365733
531,rangapara,26.8167,92.65,13.93,59,0,1.98,IN,1672365796
532,poronaysk,49.2167,143.1167,-11.54,79,16,1.91,RU,1672365797
533,yatou,37.15,122.3833,-0.72,62,8,3.06,CN,1672365798
534,tigzirt,36.8886,4.1198,12.97,60,6,3.35,DZ,1672365799
535,wisconsin rapids,44.3836,-89.8174,4.42,99,100,1.54,US,1672365799
536,novomykolayivka,47.9781,35.9102,1.25,91,83,4.68,UA,1672365800
537,manadhoo,5.7667,73.3833,27.39,74,98,6.95,MV,1672365801
538,lagos,6.5833,3.75,24.18,91,77,1.43,NG,1672365309
539,hualmay,-11.0964,-77.6139,21.41,81,100,4.07,PE,1672365648
540,faya,18.3851,42.4509,10.96,83,82,0.45,SA,1672365803
541,dourbali,11.8091,15.8632,15.07,22,4,4.45,TD,1672365804
542,poya,-21.35,165.15,28.46,76,51,4.06,NC,1672365805
543,itagi,-14.1628,-40.0061,21.15,100,66,0.56,BR,1672365806
544,karlshamn,56.1706,14.8619,6.27,85,100,6.65,SE,1672365807
545,aldan,58.6031,125.3894,-18.72,98,100,1.42,RU,1672365808
546,borogontsy,62.6683,131.1683,-26.82,98,100,1.57,RU,1672365808
547,kulebaki,55.4133,42.5325,-5.96,96,100,0.42,RU,1672365809
548,najran,17.4924,44.1277,10.82,55,7,1.5,SA,1672365810
549,pho chai,16.3283,103.7703,21.16,64,52,6.3,TH,1672365811
550,pouebo,-20.4,164.5667,29.91,65,71,4.02,NC,1672365811
551,kabompo,-13.5927,24.2008,16.94,99,83,1.86,ZM,1672365812
552,yuksekova,37.5736,44.2872,-11.14,92,40,1.03,TR,1672365813
553,pilar,-9.5972,-35.9567,23.96,90,58,1.52,BR,1672365814
554,richards bay,-28.783,32.0377,19.94,87,100,8.07,ZA,1672365814
555,ambulu,-8.345,113.6058,27.37,75,99,1.01,ID,1672365815
556,kiruna,67.8557,20.2251,-8.49,86,100,4.12,SE,1672365816
557,girua,-28.0283,-54.3497,18.73,38,0,2.53,BR,1672365817
558,yarim,14.298,44.3779,7.12,76,4,2.33,YE,1672365818
559,saint andrews,34.0454,-81.1293,8.66,88,0,0.0,US,1672365818
560,saint-georges,12.0564,-61.7485,24.25,87,42,5.75,GD,1672365759
561,bulgan,48.8125,103.5347,-18.16,84,20,1.41,MN,1672365820
562,idritsa,56.3316,28.8988,1.05,100,100,3.42,RU,1672365820
